id,text,selected_text,sentiment
1755,"আমি দুই সেকেন্ডের এলএ থেকে শহরে দুই বন্ধু সঙ্গে ছিল যখন আমি এই দ্বিতীয় তলায় ওয়াচ আপ উপর হোঁচট খেয়েছি, সুশীল লোকেদের গুরুতর হচ্ছে, আমরা অ্যাকশন কাছাকাছি হতে সুশি বার এ বসে ছিল।","আমি দুই সেকেন্ডের এলএ থেকে শহরে দুই বন্ধু সঙ্গে ছিল যখন আমি এই দ্বিতীয় তলায় ওয়াচ আপ উপর হোঁচট খেয়েছি, সুশীল লোকেদের গুরুতর হচ্ছে, আমরা অ্যাকশন কাছাকাছি হতে সুশি বার এ বসে ছিল।",neutral
1870,আমি তিনবার মালামাল এনেছি - দুপুরের খাবারে দুবার এবং একবার ডিনারে।,আমি তিনবার মালামাল এনেছি - দুপুরের খাবারে দুবার এবং একবার ডিনারে।,neutral
1776,আমি জানি যে আমি কাছাকাছি বাস করছি।,আমি জানি যে আমি কাছাকাছি বাস করছি।,neutral
1867,আমি চু চু কারিকে আদেশ দিয়েছিলাম এবং আমার বন্ধু প্যাড থাই মুরগির অর্ডার দিল।,আমি চু চু কারিকে আদেশ দিয়েছিলাম এবং আমার বন্ধু প্যাড থাই মুরগির অর্ডার দিল।,neutral
1741,আমি খুব শীঘ্রই ফিরে যাচ্ছি।,আমি খুব শীঘ্রই ফিরে যাচ্ছি।,neutral
1892,"আমি ক্যাফ সেন্ট বার্ট এর জন্য মাথা দিলাম,যখন আমি আমার অফিসের কাছাকাছি শব্দ এবং জনাকীর্ণ চাপ অনুভব করছি, ।","আমি ক্যাফ সেন্ট বার্ট এর জন্য মাথা দিলাম,যখন আমি আমার অফিসের কাছাকাছি শব্দ এবং জনাকীর্ণ চাপ অনুভব করছি, ।",neutral
1901,আমি কুরি সারিতে প্রতিটি রেস্টুরেন্ট আক্ষরিক চেষ্টা করেছি,আমি কুরি সারিতে প্রতিটি রেস্টুরেন্ট আক্ষরিক চেষ্টা করেছি,neutral
1823,"আমি এভাবে খাবার খাইয়েছিলাম আমার বন্ধুরা কয়েক মাস ধরে এ বিষয়ে এত কথা বলেছিলো, আমি অবশেষে কান খোলা করে শুনছিলাম।","আমি এভাবে খাবার খাইয়েছিলাম আমার বন্ধুরা কয়েক মাস ধরে এ বিষয়ে এত কথা বলেছিলো, আমি অবশেষে কান খোলা করে শুনছিলাম।",neutral
1824,"আমি এডামমে পুরির সাথে যে পরিমাণে মজা নিতাম,সেটি ছিল তাদের গ্রিল চিকেন।","আমি এডামমে পুরির সাথে যে পরিমাণে মজা নিতাম,সেটি ছিল তাদের গ্রিল চিকেন।",neutral
1955,আমি এটাকে একটি 'ইতালিয়ান রাতের খাবার বলতে পারি ।,আমি এটাকে একটি 'ইতালিয়ান রাতের খাবার বলতে পারি ।,neutral
1828,আমি একটি 8:00 রিজার্ভেশন জন্য আমার প্রেমিকার সঙ্গে Del Frisco এর শুক্রবার রাতে গিয়েছিলাম।,আমি একটি 8:00 রিজার্ভেশন জন্য আমার প্রেমিকার সঙ্গে Del Frisco এর শুক্রবার রাতে গিয়েছিলাম।,neutral
1814,আমি এইটা ছোট রাখবো।,আমি এইটা ছোট রাখবো।,neutral
1909,"আমি এই রেস্তোরাঁয় গিয়েছিলাম, একটি মহিলার সম্প্রতি পূরণ করেছি।",আমি এই রেস্তোরাঁয় গিয়েছিলাম,neutral
1853,আমি এই রেস্টুরেন্টে দুইবার গিয়েছি।, দুইবার গিয়েছি।,neutral
1791,"আমি এই জায়গায় জন্য খুব উচ্চ প্রত্যাশা ছিলাম,একটি বিশেষ অনুষ্ঠানের জন্য আগাম কয়েক মাসের জন্য কটি রিজার্ভেশন করা ছিল।","আমি এই জায়গায় জন্য খুব উচ্চ প্রত্যাশা ছিলাম,একটি বিশেষ অনুষ্ঠানের জন্য আগাম কয়েক মাসের জন্য কটি রিজার্ভেশন করা ছিল।",neutral
1915,আমি আশ্চর্য হয়েছি যে এই জায়গাটি থেকে এখনো আমরা বেরিয়ে যচ্ছি না।,আমি আশ্চর্য হয়েছি যে এই জায়গাটি থেকে এখনো আমরা বেরিয়ে যচ্ছি না।,neutral
1953,আমি আগে কখনও তুলনামূলকভাবে ভাল নিগিরির  এর 40 টুকরা খাইনি,আমি আগে কখনও তুলনামূলকভাবে ভাল নিগিরির  এর 40 টুকরা খাইনি,neutral
1736,আমি অবশ্যই মরিয়মের সুপারিশ করব এবং এটি আমার নিয়মিত প্রতিবেশী হান্টগুলির মধ্যে একটি।,আমি অবশ্যই মরিয়মের সুপারিশ করব এবং এটি আমার নিয়মিত প্রতিবেশী হান্টগুলির মধ্যে একটি।,neutral
2009,আমি অন্য অবস্থানে নেই।,আমি অন্য অবস্থানে নেই।,neutral
1795,আমি অনেক ভারতীয়  রেস্টুরেন্টে খাবার খয়েছি।,আমি অনেক ভারতীয়  রেস্টুরেন্টে খাবার খয়েছি।,neutral
1822,আমার বান্ধবী আমাকে রাতের অন্ধকারে দ্রুত ডাইনিতে যেতে রাজি করলো।,আমার বান্ধবী আমাকে রাতের অন্ধকারে দ্রুত ডাইনিতে যেতে রাজি করলো।,neutral
1902,আমার ফাইলট মাইনন এর সঙ্গে রসুন মেশ ছিলো।,আমার ফাইলট মাইনন এর সঙ্গে রসুন মেশ ছিলো।,neutral
1906,আমার প্রথম সাক্ষাত্কার একটি বন্ধু সঙ্গে শুক্রবার সন্ধ্যায় ঘটেছে।,আমার প্রথম সাক্ষাত্কার একটি বন্ধু সঙ্গে শুক্রবার সন্ধ্যায় ঘটেছে।,neutral
1956,আমার প্রথম 12 মাস বার্ষিকীতে  আমার GF সঙ্গে ছিল।,আমার প্রথম 12 মাস বার্ষিকীতে  আমার GF সঙ্গে ছিল।,neutral
1891,আমার প্রতিবেশী স্পট আসতে হয়েছে এই বছর জন্য,আমার প্রতিবেশী স্পট আসতে হয়েছে এই বছর জন্য,neutral
1747,"আমার পরামর্শ আপনি পরিবারের স্টাইলে খান, কারণ আপনি অন্যান্য খাবার খাওয়ার চেষ্টা করেন।","আমার পরামর্শ আপনি পরিবারের স্টাইলে খান, কারণ আপনি অন্যান্য খাবার খাওয়ার চেষ্টা করেন।",neutral
1784,আমার তারিখে আমি সামান্য  কিছু  জলখাবার নিয়ে বিকালে গিয়েছিলাম।,আমার তারিখে আমি সামান্য  কিছু  জলখাবার নিয়ে বিকালে গিয়েছিলাম।,neutral
1884,"আমার একটি বন্ধুর অত্যন্ত সুপারিশ ছিল,আমি আমাদের বার্ষিকী জন্য আমার প্রেমিক সঙ্গে সেখানে গিয়েছিলাম।","আমার একটি বন্ধুর অত্যন্ত সুপারিশ ছিল,আমি আমাদের বার্ষিকী জন্য আমার প্রেমিক সঙ্গে সেখানে গিয়েছিলাম।",neutral
1949,আমাদের সম্ভবত ক্রিজের উর্বরতার দিকে না তাকিয়ে আগে খেলোয়াড়দের মস্তিষ্কের উর্বরতার দিকে নজর দেওয়া উচিত ।,আমাদের সম্ভবত ক্রিজের উর্বরতার দিকে না তাকিয়ে আগে খেলোয়াড়দের মস্তিষ্কের উর্বরতার দিকে নজর দেওয়া উচিত ।,neutral
2379,আমাদের শহর,আমাদের শহর,neutral
1914,আমাদের বলা হয়েছিল যে অপেক্ষাটি প্রায় বিশ মিনিট এবং আমাদের 8:00 টা পর্দার পর কল করার জন্য কোন সমস্যা হবে না।,আমাদের বলা হয়েছিল যে অপেক্ষাটি প্রায় বিশ মিনিট এবং আমাদের 8:00 টা পর্দার পর কল করার জন্য কোন সমস্যা হবে না।,neutral
1826,আমরাও হাতুড়ের মন্তব্যের ধার ধারি না।,আমরাও হাতুড়ের মন্তব্যের।,neutral
1812,আমরা মাসে অন্তত একবার পরিদর্শন করি।,আমরা মাসে অন্তত একবার পরিদর্শন করি।,neutral
1895,"আমরা মার্চ, 2006 এ এখানে খেয়েছি এবং ওয়াইন ফ্লাইট সঙ্গে প্রাক থিয়েটার 3-কোর্স ডিনারের আদেশ নিয়েছি ।","আমরা মার্চ, 2006 এ এখানে খেয়েছি এবং ওয়াইন ফ্লাইট সঙ্গে প্রাক থিয়েটার 3-কোর্স ডিনারের আদেশ নিয়েছি ।",neutral
1788,আমরা না!,আমরা না!,neutral
1889,"আমরা খুব তাড়াতাড়ি আসি নাই,আমরা চলে যাবার সময়, দরজা দিয়ে দাঁড়িয়ে থাকা দম্পতি অন্য ওয়েটারকে বললাম ।","আমরা চলে যাবার সময়, দরজা দিয়ে দাঁড়িয়ে থাকা দম্পতি অন্য ওয়েটারকে বললাম ।",neutral
1773,আমরা একটি লাইন এই লাইন একটি বিশেষ সংস্থার জন্য অপেক্ষা গঠিত হয়েছিল লক্ষ্য যে সবচেয়ে ভাল ডিলার,আমরা একটি লাইন এই লাইন একটি বিশেষ সংস্থার জন্য অপেক্ষা গঠিত হয়েছিল লক্ষ্য যে সবচেয়ে ভাল ডিলার,neutral
1920,আমরা এই সন্ধ্যায় প্রলুব্ধ চিন্তায় কি এক মত হব,আমরা এই সন্ধ্যায় প্রলুব্ধ চিন্তায় কি এক মত হব,neutral
2534,আমরা আরো একদাপ এগিয়ে গেলাম,আমরা আরো একদাপ এগিয়ে গেলাম,neutral
1904,আমরা আমাদের বাড়িতে ফিরে এটি অধিকাংশ পেয়েছিলাম।,আমরা আমাদের বাড়িতে ফিরে এটি অধিকাংশ পেয়েছিলাম।,neutral
1844,আফিফের আগমনে আমরা আনন্দিত এবং গর্বিত।,আফিফের আগমনে আমরা আনন্দিত এবং গর্বিত।,neutral
1846,আফিফ একদিন বড় ক্রিকেটার হবে,আফিফ একদিন বড় ক্রিকেটার হবে,neutral
1847,আফিফ আফিফই। আফিফ কেন সাকিব হবে?,আফিফ আফিফই। আফিফ কেন সাকিব হবে?,neutral
1835,আফগানিস্তান যথেষ্ট ভালো দল,আফগানিস্তান যথেষ্ট ভালো দল,neutral
1829,"আপনি যদি সাকুগুরা পছন্দ করেন তবে আপনি মনে করেন এটা খুব বেশি, আপনি ভালোভাবে ইয়োকোকো চেষ্টা করবেন।","আপনি যদি সাকুগুরা পছন্দ করেন তবে আপনি মনে করেন এটা খুব বেশি, আপনি ভালোভাবে ইয়োকোকো চেষ্টা করবেন।",neutral
1885,"আপনি ভালো পার্শ্ববর্তী রেস্টুরেন্টে  পান করেছি যা তার চেয়ে ভালো কিছু নয়,কিন্তু খাদ্যটি  o.k.","আপনি ভালো পার্শ্ববর্তী রেস্টুরেন্টে  পান করেছি যা তার চেয়ে ভালো কিছু নয়,কিন্তু খাদ্যটি  o.k.",neutral
2541,আপনি কি সাটেলাইট সাইন্স নিয়ে পাস?,আপনি কি সাটেলাইট সাইন্স নিয়ে পাস?,neutral
1905,আগে সেখানে 7pm  পান,আগে সেখানে 7pm  পান,neutral
1810,"আগামীকালের খেলায় রাজ্জাক যদি একাদশে চান্স পায়, আমি বলবো রাজ্জাকের জন্য একটা বিরাট সুযোগ","আগামীকালের খেলায় রাজ্জাক যদি একাদশে চান্স পায়, আমি বলবো রাজ্জাকের জন্য একটা বিরাট সুযোগ",neutral
1966,আগামী বিপিএল থেকে যে দলে গেইল থাকবে সেই দলের স্কোয়াড ৯ জনের করা উচিৎ ।,আগামী বিপিএল থেকে যে দলে গেইল থাকবে সেই দলের স্কোয়াড ৯ জনের করা উচিৎ ।,neutral
1959,আইপিএলে অনেক বেশি টাকায় যে প্লেয়াররা খেলে এই প্লেয়াররাই তো অনেক কম টাকায় বিপিএলে খেলে।,আইপিএলে অনেক বেশি টাকায় যে প্লেয়াররা খেলে এই প্লেয়াররাই তো অনেক কম টাকায় বিপিএলে খেলে।,neutral
1801,অামাকে কেউ বিরাট কোহলি দাও অামি তোমাদের সেঞ্চুরি দেবো।,অামাকে কেউ বিরাট কোহলি দাও অামি তোমাদের সেঞ্চুরি দেবো।,neutral
1804,"অমুক ভাল, তমুক বাদ যাবে...গবেষনার শেষ নাই দর্শকের","অমুক ভাল, তমুক বাদ যাবে...গবেষনার শেষ নাই দর্শকের",neutral
1874,অভিনন্দন লিটন দাশ এবং লিটল মাষ্টার এবং টাইগার বাহিনী,অভিনন্দন লিটন দাশ এবং লিটল মাষ্টার এবং টাইগার বাহিনী,neutral
1888,অভিজ্ঞদের মূল্য বোঝা উচিত।।,অভিজ্ঞদের মূল্য বোঝা উচিত।।,neutral
1761,অবহেলার জবাব এর থেকে আর কি হতে পারে!!,অবহেলার জবাব এর থেকে আর কি হতে পারে!!,neutral
1875,অবস্থান এবং পরিবেশটি ঠিক আছে কিন্তু খাদ্যটি এটির জন্য তৈরি হয়।,অবস্থান এবং পরিবেশটি ঠিক আছে কিন্তু খাদ্যটি এটির জন্য তৈরি হয়।,neutral
1921,অফিসের দুপুরের খাবার জন্য সেখানে গিয়েছিলাম।,অফিসের দুপুরের খাবার জন্য সেখানে গিয়েছিলাম।,neutral
1908,অন্যান্য মানুষ অপেক্ষা করছে!,অন্যান্য মানুষ অপেক্ষা করছে!,neutral
1939,অন্যান্য ক্ষুধা উদ্রেককর বস্তু এবং খাদ্য,অন্যান্য ক্ষুধা উদ্রেককর বস্তু এবং খাদ্য,neutral
2533,Rzaman really nice plase Rzaman এতে তোমার সমস্যা কি ভাই,Rzaman really nice plase Rzaman এতে তোমার সমস্যা কি ভাই,neutral
1917,"NY মধ্যে ক্রমবর্ধমান আমি bagels, আমার ভাগ খাওয়া হয়েছে,","NY মধ্যে ক্রমবর্ধমান আমি bagels, আমার ভাগ খাওয়া হয়েছে,",neutral
2526,New r use phone বুঝার উপায় কি,New r use phone বুঝার উপায় কি,neutral
2536,Mokbul Kuwait ভাই এইটার মধ্যে কি শেখ হাসিনা আছে না কি?,Mokbul Kuwait ভাই এইটার মধ্যে কি শেখ হাসিনা আছে না কি?,neutral
1842,"FL ডেভিড, ডেটোনা বিচ,","FL ডেভিড, ডেটোনা বিচ,",neutral
2528,Dual Camera ২০১৬ সালের trend ছিল না।,Dual Camera ২০১৬ সালের trend ছিল না।,neutral
2535,bd ঈ তো ৫৭ তম!,bd ঈ তো ৫৭ তম!,neutral
1868,"৯৪ রান করে লিটন যখন প্যাভেলিয়নের পথে হাঁটছে,মাত্র ৬ টা রানের জন্য ১ম সেঞ্চুরি মিস","৯৪ রান করে লিটন যখন প্যাভেলিয়নের পথে হাঁটছে,মাত্র ৬ টা রানের জন্য ১ম সেঞ্চুরি মিস",neutral
1769,"৭জন বেটিং ছাড়া কোন ভাবেই ঠিক হবেনা কারন শ্রীলংকা উপমহাদেশের বাইরের দল না,শ্রীলংকান কন্ডিশন অার বাংলাদেশেরর কন্ডিশন প্রায় একি।","৭জন বেটিং ছাড়া কোন ভাবেই ঠিক হবেনা কারন শ্রীলংকা উপমহাদেশের বাইরের দল না,শ্রীলংকান কন্ডিশন অার বাংলাদেশেরর কন্ডিশন প্রায় একি।",neutral
1878,"৪বছর অপেক্ষার পর যেহেতু জাতীয় দলে খেলার সুযোগ হয়েছে, আশা করি রাজ্জাক সুযোগ কাজে লাগিয়ে তার জায়গা ধরে রাখবে।","৪বছর অপেক্ষার পর যেহেতু জাতীয় দলে খেলার সুযোগ হয়েছে, আশা করি রাজ্জাক সুযোগ কাজে লাগিয়ে তার জায়গা ধরে রাখবে।",neutral
1899,২ম ইনিংসে পিচের রাফ জায়গা ও ফাটল গুলো বড়ো হবে বাংলাদেশের উচিত ২০০-২৩০ এর মধ্যে আটকে রাখা,২ম ইনিংসে পিচের রাফ জায়গা ও ফাটল গুলো বড়ো হবে বাংলাদেশের উচিত ২০০-২৩০ এর মধ্যে আটকে রাখা,neutral
1789,(লা রোজা মেক্সিকান রেস্টুরেন্ট Pacifico যাও একটি ঝুলন দরজা দ্বারা সংযুক্ত করা হয়)।,(লা রোজা মেক্সিকান রেস্টুরেন্ট Pacifico যাও একটি ঝুলন দরজা দ্বারা সংযুক্ত করা হয়)।,neutral
1794,"(আমার ক্ষেত্রে,বা বোন, !)।","(আমার ক্ষেত্রে,বা বোন, !)।",neutral
1860,"‘মুমিনুল মানুষ ছোট, কাজ করে বড়’","‘মুমিনুল মানুষ ছোট, কাজ করে বড়’",neutral
1811,।মোসাদ্দেক সাব্বিরের থেকে অনেক ভাল ব্যাটসম্যান।,মোসাদ্দেক সাব্বিরের থেকে অনেক ভাল ব্যাটসম্যান।,neutral
1766,।কিন্তু এখানে টিম বাংলাদেশ বলে কথা।তাই তিনি কতটা এই অধিনায়কত্বের ভার বহন করতে পারেন সেটা দেখার অপেক্ষায় আমরা।,কিন্তু এখানে টিম বাংলাদেশ বলে কথা।তাই তিনি কতটা এই অধিনায়কত্বের ভার বহন করতে পারেন সেটা দেখার অপেক্ষায় আমরা।,neutral
1827,- ইট ক্লাব এনওয়াইসি গ্লুটোনস এর একটি রওয়ের গ্রুপ,- ইট ক্লাব এনওয়াইসি গ্লুটোনস এর একটি রওয়ের গ্রুপ,neutral
2250,"ঠিক বলেছেন, জাকির ভাই","ঠিক বলেছেন, জাকির ভাই",neutral
2251,passport & visa লাগবে???,passport & visa লাগবে???,neutral
2252,দেখা যাক কি হয়,দেখা যাক কি হয়,neutral
2253,কয় এই পেশাতে আছে ভাই,কয় এই পেশাতে আছে ভাই,neutral
2254,কি করবে ভাই প্রসাশন কিছু না করলে।,কি করবে ভাই প্রসাশন কিছু না করলে।,neutral
2255,অামরা অছি তো এই গুলা কেনার দরকার কিসের,অমরা অছি তো এই গুলা কেনার দরকার কিসের,neutral
2256,হনু ননউউ,হনু ননউউ,neutral
2257,হজ,হজ,neutral
2259,দাম কত ?,দাম কত ?,neutral
2260,মরনের টিকেট কিনে নিজের হাতে মৃত্যু ডেকে আনে ওরা কিন্তু ওরা নিজেরাই জানেনা কতটা ভয়াবহ রুপ নিবে এই সকল পন্য,মরনের টিকেট কিনে নিজের হাতে মৃত্যু ডেকে আনে ওরা কিন্তু ওরা নিজেরাই জানেনা কতটা ভয়াবহ রুপ নিবে এই সকল পন্য,neutral
2261,এগুলো তুলে ধরেন ভালো কতা কিন্তু প্রতি রোধ করেন না কেনো?,এগুলো তুলে ধরেন ভালো কতা কিন্তু প্রতি রোধ করেন না কেনো?,neutral
2262,আমি কুয়েত থেকে দেখছি 0096599407975,আমি কুয়েত থেকে দেখছি 0096599407975,neutral
2263,ashik alfaz ভাই এরশাদের আমলে ছিলো,ashik alfaz ভাই এরশাদের আমলে ছিলো,neutral
2264,এটা কোন ব্যপার হলো ভাই,এটা কোন ব্যপার হলো ভাই,neutral
2265,দেখতেছি পরে মন্তব্য করব,দেখতেছি পরে মন্তব্য করব,neutral
2266,অসাধারন একটা নাটক??,অসাধারন একটা নাটক??,neutral
2267,অদ্ভুত ছেলেটি,অদ্ভুত ছেলেটি,neutral
2268,"বৈশাখী ঝামাটা যহন দেখ তাম আমি পাগল হয়ে জেতাম,,, পাগলিরে আজও বোলতে পারেনি তককে","বৈশাখী ঝামাটা যহন দেখ তাম আমি পাগল হয়ে জেতাম,,, পাগলিরে আজও বোলতে পারেনি তককে",neutral
2269,যারা dislike দিছে ওরা সম্ভবত পর্ণমুভি খুজতে,যারা dislike দিছে ওরা সম্ভবত পর্ণমুভি খুজতে,neutral
2270,মনে থাকবে কোনো এক বৈশাখের কথা,মনে থাকবে কোনো এক বৈশাখের কথা,neutral
2271,এটা কি হলো আমাদের ব্যবসায় শিক্ষা ছাত্র ও ছাত্রীদের কি প্রেম হব্বে,এটা কি হলো আমাদের ব্যবসায় শিক্ষা ছাত্র ও ছাত্রীদের কি প্রেম হব্বে,neutral
2603,হেরাথ বোলিং এর আগেই ৪ উইকেট নাই!! ফেব্রুয়ারি মাস লিটন এর মাস দেখা যাক কি হয়,হেরাথ বোলিং এর আগেই ৪ উইকেট নাই,negative
2638,হেরাথ বল করলে বুঝা যাবে,হেরাথ বল করলে বুঝা যাবে,negative
5116,হাসিনারে ধইরা গন জুতা পিটা করলে বাহির হইয়া যাইবো যে বাকি টাকা কই,হাসিনারে ধইরা গন জুতা পিটা ,negative
2684,হালার পোলারা শুধু বাংলাদেশের সাথেই পারবো,হালার পোলারা ,negative
4990,এই হালা পাগল,হালা পাগল,negative
2758,হারার জন্য রেডি হ,হারার ,negative
2609,হাথুরু কে রানিং বিটউইন দ্যা উইকেটের শিক্ষা দিল মুমিনুল,হাথুরু কে রানিং বিটউইন দ্যা উইকেটের শিক্ষা দিল মুমিনুল,negative
2728,হাতুরে সিংকে এই প্রথম হাতুড়ি পেটা করা হলো,হাতুরে সিংকে এই প্রথম হাতুড়ি পেটা করা হলো,negative
2729,হাতুরুকে হাতুড়ী পেটা শেষ।,হাতুরুকে হাতুড়ী পেটা শেষ।,negative
2730,হাতুরি নিজের ভাগ্যটা কি বাংলাদেশেই রেখে গেল?,হাতুরি নিজের ভাগ্যটা কি বাংলাদেশেই রেখে গেল?,negative
5135,"স্যাটেলাইট দিয়ে দেশের কিছু না হোক, কিছু লোকের তো কোটি কোটি টাকা খাওয়ার রাস্তা হল ।",স্যাটেলাইট দিয়ে দেশের কিছু না হোক,negative
2591,এটি খুব বেশি চিত্তাকর্ষক এবং খুব সুস্বাদু নয়।,সুস্বাদু নয়,negative
2766,চট্রগ্রাম টেষ্টে ব্যাটিং পিচে দেশের কোন বোলার সুবিধা করতে পারেনি,সুবিধা করতে পারেনি,negative
2597,নিজের মাটিতে সালারা এটা খেলা,সালারা এটা খেলা,negative
2770,সাব্বির রহমান কি বাদ পড়ার পরে কি ভাল খেলেছে?,সাব্বির রহমান কি বাদ পড়ার পরে কি ভাল খেলেছে?,negative
2773,সাব্বির বাজে। মোসাদ্দেক কে নেয়া উচিৎ,সাব্বির বাজে। মোসাদ্দেক কে নেয়া উচিৎ,negative
2789,সাব্বাির কেন বার বার!এনামুল কে ২ টা সুজুক দিয়ে কি চিনে গেসে।,সাব্বাির কেন বার বার!এনামুল কে ২ টা সুজুক দিয়ে কি চিনে গেসে।,negative
2768,সানজামুল কে বাদ দেওয়া হলো দল থেকে।,বাদ দেওয়া হলো দল থেকে।,negative
2751,"সাকিব-তামিমের জুটির রান বাদ দিলে,স্কোরটা কত হয়,অংকটা হিসাব করে নিয়েন।","সাকিব-তামিমের জুটির রান বাদ দিলে,স্কোরটা কত হয়,অংকটা হিসাব করে নিয়েন।",negative
4991,পাগল তোকে টিউলিপ জুতা টানতে ও রাখেনা বেয়াদব তুই কিসের সা;বাদিক তুই তো মিরপুর আকাম করতেগিয়ে দোউরে পালাইছিলি তোর মত বন্ড বিএনপি জামাতে আরও দরকার তোর খুনি জিয়াকে জাতির পিতা চাকরি দিয়েছে বেতন দিয়েছে জিয়া জাতির পিতাকে ছেলুট দিয়েছে,সংশোধন,negative
5123,"সরকারের কি হবে,হবেতো বাংলার খেটে খাওয়া মানুষের।","সরকারের কি হবে,হবেতো বাংলার খেটে খাওয়া মানুষের।",negative
2696,সংবাদ সমল্মেনে এসে জাতীয় বীর ম্যাশের সহজ কথা- আমরা খেলেছি বোলিং পিচে কিন্তু তারা খেলেছে ব্যাটিং পিচে।,সংবাদ সমল্মেনে এসে জাতীয় বীর ম্যাশের সহজ কথা- আমরা খেলেছি বোলিং পিচে কিন্তু তারা খেলেছে ব্যাটিং পিচে।,negative
2634,"এই রেস্টুরেন্ট সম্পর্কে অন্য সবকিছু পিট হয়,দুর্ভাগ্যবশত, খাদ্য অসামান্য।","সবকিছু পিট হয়,দুর্ভাগ্যবশত, খাদ্য অসামান্য",negative
2744,সব সময় দলের প্রতি ভালোবাসা থাকে কিন্তু দলের পরিচালকদের কারণে মাঝে মাঝে সেটা কমে যায়।,সব সময় দলের প্রতি ভালোবাসা থাকে কিন্তু দলের পরিচালকদের কারণে মাঝে মাঝে সেটা কমে যায়।,negative
5107,"ভাই, সব শেষ।",সব শেষ,negative
5134,সব ফাইজলামি ভাই,সব ফাইজলামি ভাই,negative
2670,সব জানা হয়ে গেছে কি হবে।,সব জানা হয়ে গেছে কি হবে।,negative
5142,শালার পুতরে লজ্জা দিয়ে পয়দা করেনাই।,শালার পুতরে লজ্জা দিয়ে পয়দা করেনাই,negative
2732,"লাউফাউ করে জিম্বাবুয়েকে,","লাউফাউ করে জিম্বাবুয়েকে,",negative
2725,"রাস্তায় মাথা তাদের সাক বার বার হবে,যদি আপনি Haru এর মহান খাদ্য চান, বিশেষ করে হাউস রোল জন্য ক্ষুধা করছেন, কিন্তু অপেক্ষা বিল্ডিং outisde দাঁড়ানো যাবে না,","রাস্তায় মাথা তাদের সাক বার বার হবে,যদি আপনি Haru এর মহান খাদ্য চান, বিশেষ করে হাউস রোল জন্য ক্ষুধা করছেন, কিন্তু অপেক্ষা বিল্ডিং outisde দাঁড়ানো যাবে না,",negative
2625,রাজ্জাকের এমন পারফর্মেন্স দেখে কি এখন বিসিবির লজ্জাবোধ হয়না?,রাজ্জাকের এমন পারফর্মেন্স দেখে কি এখন বিসিবির লজ্জাবোধ হয়না,negative
2627,রাজ্জাক রাজ্জাকের মতোই ফিরে আসছে।,রাজ্জাক রাজ্জাকের মতোই ফিরে আসছে।,negative
2621,"রাজ্জাক বুড়া হয়েগেছে খেলা পারেনা,তাহলে আজ কিভাবে কি করলো।",রাজ্জাক বুড়া হয়েগেছে খেলা পারেনা,negative
2779,"রাজ্জাক ঠিক আছে, তবে সাব্বিরকে না নিয়ে মোসাদদেকই বেস্ট চয়েজ হওয়া উচিত ছিল।","রাজ্জাক ঠিক আছে, তবে সাব্বিরকে না নিয়ে মোসাদদেকই বেস্ট চয়েজ হওয়া উচিত ছিল।",negative
2771,রাজ্জাক কে একাদশে রাখবে না কারন ওদের ভয় আছে বুড়ো হাড়ে ভেল্কি দেখিয়ে দিলে ওরা,একাদশে রাখবে না কারন ওদের ভয় আছে বুড়ো হাড়ে ভেল্কি দেখিয়ে দিলে ওরা,negative
5157,কথায় কথায় রাজাকারের বাচ্ছা বলে গালি দেয়। যাই কিছু করে জামাত শিবিরের দোষ। এটা সরকারের কি ধরনের আচরন?,রাজাকারের বাচ্ছা বলে গালি দেয়।,negative
4815,রাজাকার।,রাজাকার,negative
2762,"রংগনা হেরাত একাই শেষ করে ফেলবে স্পিন করলে, পারলে পেইস করো...","রংগনা হেরাত একাই শেষ করে ফেলবে স্পিন করলে, পারলে পেইস করো...",negative
5141,আপনারা নোবেল পাওয়ার যোগত্য রাখেন না।,যোগত্য রাখেন না,negative
2774,যেহেতু সাকিব নাই তাই রাজ্জাককে নেওয়া বুদ্ধিমানের কাজ হবে।,যেহেতু সাকিব নাই তাই রাজ্জাককে নেওয়া বুদ্ধিমানের কাজ হবে।,negative
2646,ভাল খবর।কিন্তু পরে অাবার যেন হেরাথে দিশেহারা না হয় বাঘেরা!!!,যেন হেরাথে দিশেহারা না হয় ,negative
2602,এটির মান একটি যুগ্ম মান নয়।,যুগ্ম মান নয়।,negative
2748,যান না সেখানে,যান না সেখানে,negative
2769,"যদিও, সার্ভার রাজস্ব ড্রাইভিং প্রশিক্ষণ বলে মনে হয় যে সত্য,তবুও সবচেয়ে বিরক্তিকর জিনিস।","যদিও, সার্ভার রাজস্ব ড্রাইভিং প্রশিক্ষণ বলে মনে হয় যে সত্য,তবুও সবচেয়ে বিরক্তিকর জিনিস।",negative
2607,"যদিও সেবাটি দরিদ্র,মূল্য যুক্তিসংগত ।","যদিও সেবাটি দরিদ্র,মূল্য যুক্তিসংগত ।",negative
2735,"ম্যাচের আগে বলেছিল, এক চুল ছাড়ও দেওয়া হবে না!","ম্যাচের আগে বলেছিল, এক চুল ছাড়ও দেওয়া হবে না!",negative
2783,মোসাদ্দেকের জায়গায় সাব্বির কিভাবে চান্স পায়।,মোসাদ্দেকের জায়গায় সাব্বির কিভাবে চান্স পায়।,negative
